Tanggal,Produk,Kategori,Qty_Terjual,Harga_Satuan,Total_Penjualan,Stok_Setelah_Transaksi
2024-08-12,Teh Celup,Minuman,14,8000,112000,175
2023-01-07,Telur Ayam,Sembako,2,30000,60000,111
2025-10-27,Beras Medium,Sembako,19,65000,1235000,171
2024-09-17,Coklat Batang,Snack,16,11000,176000,315
2023-12-15,Gula Pasir,Sembako,6,16000,96000,350
2023-05-23,Kacang Panggang,Snack,3,10000,30000,329
2024-11-11,Beras Medium,Sembako,16,65000,1040000,155
2023-01-27,Beras Premium,Sembako,11,75000,825000,67
2025-05-26,Air Mineral,Minuman,7,4000,28000,121
2024-06-24,Beras Medium,Sembako,15,65000,975000,140
2023-01-20,Beras Medium,Sembako,10,65000,650000,130
2025-08-28,Teh Celup,Minuman,11,8000,88000,164
2024-05-21,Air Mineral,Minuman,8,4000,32000,113
2023-02-05,Indomie Soto,Makanan Instan,10,3500,35000,205
2024-08-18,Kacang Panggang,Snack,14,10000,140000,315
2025-10-27,Minuman Isotonik,Minuman,5,8500,42500,447
2023-07-12,Sereal Sarapan,Produk Susu,2,25000,50000,170
2024-11-18,Telur Ayam,Sembako,9,30000,270000,102
2024-12-19,Coklat Batang,Snack,10,11000,110000,305
2025-09-23,Kacang Panggang,Snack,8,10000,80000,307
2023-01-28,Yogurt Botol,Produk Susu,14,10000,140000,350
2024-09-08,Teh Celup,Minuman,13,8000,104000,151
2025-11-26,Saus Sambal,Sembako,17,13000,221000,98
2024-07-06,Ramen Pedas,Makanan Instan,13,7000,91000,460
2023-02-12,Coklat Batang,Snack,3,11000,33000,302
2024-03-27,Susu Kental Manis,Produk Susu,11,12000,132000,269
2025-10-16,Teh Celup,Minuman,3,8000,24000,148
2025-06-01,Biskuit Coklat,Snack,8,9000,72000,439
2023-07-02,Coklat Batang,Snack,4,11000,44000,298
2025-02-12,Kecap Manis,Sembako,12,15000,180000,568
2025-07-09,Tepung Terigu,Sembako,17,14000,238000,77
2024-12-15,Tepung Terigu,Sembako,16,14000,224000,61
2025-05-04,Susu UHT,Produk Susu,8,9000,72000,309
2023-03-26,Minyak Goreng,Sembako,10,28000,280000,231
2024-12-04,Minuman Isotonik,Minuman,16,8500,136000,431
2025-06-06,Ramen Pedas,Makanan Instan,17,7000,119000,443
2024-12-11,Biskuit Coklat,Snack,5,9000,45000,434
2025-10-18,Indomie Goreng,Makanan Instan,17,3500,59500,152
2023-11-04,Yogurt Botol,Produk Susu,9,10000,90000,341
2023-11-30,Telur Ayam,Sembako,5,30000,150000,97
2024-08-13,Air Mineral,Minuman,3,4000,12000,110
2025-07-18,Indomie Goreng,Makanan Instan,3,3500,10500,149
2023-09-10,Telur Ayam,Sembako,1,30000,30000,96
2024-09-18,Air Mineral,Minuman,2,4000,8000,108
2023-01-02,Teh Celup,Minuman,1,8000,8000,147
2023-10-10,Tepung Terigu,Sembako,6,14000,84000,55
2024-08-03,Saus Sambal,Sembako,15,13000,195000,83
2023-11-14,Kacang Panggang,Snack,2,10000,20000,305
2024-07-08,Roti Tawar,Snack,5,15000,75000,240
2025-06-03,Minyak Goreng,Sembako,11,28000,308000,220
2024-03-24,Telur Ayam,Sembako,2,30000,60000,94
2024-12-27,Kecap Manis,Sembako,6,15000,90000,562
2025-03-02,Wafer Coklat,Snack,11,8000,88000,450
2023-07-20,Saus Sambal,Sembako,15,13000,195000,68
2024-09-10,Tepung Terigu,Sembako,11,14000,154000,432
2025-06-11,Biskuit Coklat,Snack,14,9000,126000,420
2023-10-13,Keju Slice,Produk Susu,11,18000,198000,541
2024-02-13,Sereal Sarapan,Produk Susu,5,25000,125000,165
2024-02-13,Susu Kental Manis,Produk Susu,6,12000,72000,263
2024-08-31,Mie Ayam Instan,Makanan Instan,12,4000,48000,286
2024-01-11,Yogurt Botol,Produk Susu,8,10000,80000,333
2023-10-11,Ramen Pedas,Makanan Instan,9,7000,63000,434
2024-10-03,Yogurt Botol,Produk Susu,11,10000,110000,322
2025-01-02,Roti Tawar,Snack,11,15000,165000,229
2025-08-13,Susu Kental Manis,Produk Susu,11,12000,132000,252
2023-02-26,Yogurt Botol,Produk Susu,15,10000,150000,307
2023-02-24,Jus Kotak,Minuman,13,7000,91000,231
2023-07-01,Susu Kental Manis,Produk Susu,13,12000,156000,239
2024-09-11,Beras Premium,Sembako,13,75000,975000,54
2025-11-14,Biskuit Coklat,Snack,8,9000,72000,412
2024-08-23,Keripik Kentang,Snack,2,12000,24000,280
2025-04-05,Beras Premium,Sembako,12,75000,900000,578
2025-11-26,Keju Slice,Produk Susu,9,18000,162000,532
2023-04-23,Mie Ayam Instan,Makanan Instan,5,4000,20000,281
2023-08-08,Teh Botol,Minuman,6,5000,30000,220
2023-07-19,Keripik Kentang,Snack,14,12000,168000,266
2025-09-13,Telur Ayam,Sembako,15,30000,450000,79
2023-05-05,Kopi Botol,Minuman,2,7000,14000,415
2025-11-12,Coklat Batang,Snack,13,11000,143000,285
2024-02-24,Roti Tawar,Snack,9,15000,135000,220
2025-10-11,Jus Kotak,Minuman,5,7000,35000,226
2023-11-13,Saus Sambal,Sembako,5,13000,65000,63
2024-09-28,Wafer Coklat,Snack,12,8000,96000,438
2025-09-20,Keju Slice,Produk Susu,12,18000,216000,520
2023-05-18,Ramen Pedas,Makanan Instan,1,7000,7000,433
2023-09-05,Beras Premium,Sembako,9,75000,675000,569
2024-05-21,Ramen Pedas,Makanan Instan,4,7000,28000,429
2023-02-20,Air Mineral,Minuman,14,4000,56000,94
2025-06-27,Minuman Isotonik,Minuman,8,8500,68000,423
2023-09-07,Kecap Manis,Sembako,5,15000,75000,557
2025-09-17,Susu UHT,Produk Susu,5,9000,45000,304
2024-06-17,Teh Botol,Minuman,16,5000,80000,204
2025-06-18,Kacang Panggang,Snack,15,10000,150000,290
2023-10-27,Susu Kental Manis,Produk Susu,11,12000,132000,228
2024-01-14,Indomie Goreng,Makanan Instan,5,3500,17500,144
2024-05-07,Kacang Panggang,Snack,5,10000,50000,285
2024-02-15,Coklat Batang,Snack,9,11000,99000,276
2024-08-15,Telur Ayam,Sembako,11,30000,330000,68
2025-10-06,Biskuit Coklat,Snack,9,9000,81000,403
2025-03-01,Susu UHT,Produk Susu,13,9000,117000,291
2025-05-03,Yogurt Botol,Produk Susu,18,10000,180000,289
2023-02-27,Beras Premium,Sembako,5,75000,375000,564
2023-09-04,Yogurt Botol,Produk Susu,10,10000,100000,279
2023-01-23,Susu UHT,Produk Susu,10,9000,90000,281
2023-03-11,Telur Ayam,Sembako,11,30000,330000,57
2025-06-29,Wafer Coklat,Snack,4,8000,32000,434
2025-08-16,Beras Premium,Sembako,19,75000,1425000,545
2023-01-19,Tepung Terigu,Sembako,3,14000,42000,429
2025-10-22,Teh Celup,Minuman,16,8000,128000,131
2025-12-11,Teh Celup,Minuman,8,8000,64000,123
2023-11-07,Beras Medium,Sembako,6,65000,390000,124
2024-11-25,Wafer Coklat,Snack,10,8000,80000,424
2023-10-14,Kopi Botol,Minuman,5,7000,35000,410
2024-09-12,Keju Slice,Produk Susu,16,18000,288000,504
2025-09-17,Mie Ayam Instan,Makanan Instan,11,4000,44000,270
2024-01-05,Keripik Kentang,Snack,12,12000,144000,254
2025-11-04,Kecap Manis,Sembako,16,15000,240000,541
2024-10-25,Beras Premium,Sembako,12,75000,900000,533
2025-04-06,Teh Celup,Minuman,3,8000,24000,120
2023-11-22,Indomie Goreng,Makanan Instan,4,3500,14000,140
2023-08-06,Ramen Pedas,Makanan Instan,8,7000,56000,421
2025-09-02,Kecap Manis,Sembako,8,15000,120000,533
2024-04-29,Sereal Sarapan,Produk Susu,2,25000,50000,163
2025-02-25,Coklat Batang,Snack,17,11000,187000,259
2023-05-12,Kecap Manis,Sembako,1,15000,15000,532
2024-05-27,Keripik Kentang,Snack,2,12000,24000,252
2023-05-30,Kopi Botol,Minuman,8,7000,56000,402
2025-02-05,Sereal Sarapan,Produk Susu,11,25000,275000,152
2023-12-23,Kecap Manis,Sembako,6,15000,90000,526
2025-07-09,Ramen Pedas,Makanan Instan,9,7000,63000,412
2024-02-14,Wafer Coklat,Snack,5,8000,40000,419
2025-06-15,Air Mineral,Minuman,14,4000,56000,80
2024-02-17,Gula Pasir,Sembako,12,16000,192000,338
2025-12-18,Susu Kental Manis,Produk Susu,15,12000,180000,213
2023-02-19,Mie Ayam Instan,Makanan Instan,11,4000,44000,259
2023-07-17,Kacang Panggang,Snack,4,10000,40000,281
2023-10-15,Indomie Soto,Makanan Instan,15,3500,52500,190
2025-01-06,Indomie Goreng,Makanan Instan,17,3500,59500,123
2023-05-28,Biskuit Coklat,Snack,6,9000,54000,397
2025-12-17,Beras Medium,Sembako,10,65000,650000,114
2024-02-29,Teh Botol,Minuman,11,5000,55000,193
2024-12-22,Minuman Isotonik,Minuman,8,8500,68000,415
2023-10-10,Saus Sambal,Sembako,13,13000,169000,50
2025-06-17,Mie Ayam Instan,Makanan Instan,11,4000,44000,248
2023-05-26,Kopi Botol,Minuman,10,7000,70000,392
2023-09-18,Mie Ayam Instan,Makanan Instan,13,4000,52000,235
2024-09-02,Minuman Isotonik,Minuman,2,8500,17000,413
2024-04-17,Air Mineral,Minuman,3,4000,12000,77
2024-11-08,Jus Kotak,Minuman,1,7000,7000,225
2024-08-16,Teh Botol,Minuman,16,5000,80000,177
2025-01-02,Susu UHT,Produk Susu,4,9000,36000,277
2023-06-03,Telur Ayam,Sembako,9,30000,270000,642
2025-11-26,Gula Pasir,Sembako,18,16000,288000,320
2023-04-27,Susu UHT,Produk Susu,9,9000,81000,268
2023-08-16,Roti Tawar,Snack,10,15000,150000,210
2024-06-22,Air Mineral,Minuman,11,4000,44000,66
2024-11-23,Indomie Soto,Makanan Instan,8,3500,28000,182
2024-11-16,Minyak Goreng,Sembako,15,28000,420000,205
2024-02-23,Beras Premium,Sembako,11,75000,825000,522
2023-05-08,Kopi Sachet,Minuman,4,2500,10000,178
2023-05-30,Air Mineral,Minuman,13,4000,52000,53
2023-03-14,Biskuit Coklat,Snack,6,9000,54000,391
2025-05-02,Mie Ayam Instan,Makanan Instan,11,4000,44000,224
2025-09-07,Saus Sambal,Sembako,6,13000,78000,714
2023-08-02,Indomie Soto,Makanan Instan,1,3500,3500,181
2025-11-05,Air Mineral,Minuman,7,4000,28000,566
2024-09-13,Air Mineral,Minuman,13,4000,52000,553
2023-04-24,Indomie Goreng,Makanan Instan,1,3500,3500,122
2024-02-06,Sereal Sarapan,Produk Susu,11,25000,275000,141
2025-02-15,Kopi Botol,Minuman,12,7000,84000,380
2025-09-14,Jus Kotak,Minuman,5,7000,35000,220
2025-02-11,Sereal Sarapan,Produk Susu,14,25000,350000,127
2025-05-24,Susu Kental Manis,Produk Susu,11,12000,132000,202
2025-06-15,Ramen Pedas,Makanan Instan,5,7000,35000,407
2024-02-01,Teh Celup,Minuman,7,8000,56000,113
2023-04-29,Kecap Manis,Sembako,4,15000,60000,522
2023-07-08,Gula Pasir,Sembako,10,16000,160000,310
2024-04-10,Indomie Goreng,Makanan Instan,9,3500,31500,113
2023-04-04,Sereal Sarapan,Produk Susu,13,25000,325000,114
2024-05-26,Indomie Goreng,Makanan Instan,14,3500,49000,99
2023-04-27,Mie Ayam Instan,Makanan Instan,3,4000,12000,221
2024-01-05,Yogurt Botol,Produk Susu,5,10000,50000,274
2024-12-17,Kopi Sachet,Minuman,12,2500,30000,166
2024-05-15,Saus Sambal,Sembako,5,13000,65000,709
2025-03-25,Keripik Kentang,Snack,9,12000,108000,243
2023-06-07,Kacang Panggang,Snack,2,10000,20000,279
2024-02-26,Tepung Terigu,Sembako,10,14000,140000,419
2025-01-01,Coklat Batang,Snack,17,11000,187000,242
2024-09-11,Yogurt Botol,Produk Susu,8,10000,80000,266
2024-05-15,Telur Ayam,Sembako,10,30000,300000,632
2025-10-28,Kopi Sachet,Minuman,3,2500,7500,163
2025-04-21,Teh Celup,Minuman,16,8000,128000,97
2023-06-10,Tepung Terigu,Sembako,4,14000,56000,415
2023-10-08,Kecap Manis,Sembako,14,15000,210000,508
2024-04-17,Minuman Isotonik,Minuman,7,8500,59500,406
2024-03-07,Jus Kotak,Minuman,3,7000,21000,217
2023-10-18,Coklat Batang,Snack,1,11000,11000,241
2025-06-20,Gula Pasir,Sembako,15,16000,240000,295
2023-02-13,Ramen Pedas,Makanan Instan,8,7000,56000,399
2023-03-11,Teh Botol,Minuman,5,5000,25000,172
2025-02-25,Tepung Terigu,Sembako,6,14000,84000,409
2024-07-25,Indomie Soto,Makanan Instan,16,3500,56000,165
2025-10-11,Susu UHT,Produk Susu,5,9000,45000,263
2025-06-28,Susu UHT,Produk Susu,3,9000,27000,260
2025-02-15,Minyak Goreng,Sembako,7,28000,196000,198
2023-04-18,Jus Kotak,Minuman,11,7000,77000,206
2023-03-06,Telur Ayam,Sembako,9,30000,270000,623
2024-12-13,Sereal Sarapan,Produk Susu,15,25000,375000,99
2024-11-19,Kecap Manis,Sembako,16,15000,240000,492
2024-03-19,Keju Slice,Produk Susu,13,18000,234000,491
2025-06-07,Kopi Sachet,Minuman,18,2500,45000,145
2023-04-27,Keju Slice,Produk Susu,13,18000,234000,478
2025-03-05,Ramen Pedas,Makanan Instan,15,7000,105000,384
2025-12-31,Kopi Botol,Minuman,12,7000,84000,368
2025-11-28,Biskuit Coklat,Snack,7,9000,63000,384
2025-08-15,Susu UHT,Produk Susu,14,9000,126000,246
2023-02-01,Beras Premium,Sembako,5,75000,375000,517
2024-07-15,Keju Slice,Produk Susu,2,18000,36000,476
2024-08-28,Sereal Sarapan,Produk Susu,8,25000,200000,91
2023-03-21,Susu UHT,Produk Susu,10,9000,90000,236
2025-01-10,Tepung Terigu,Sembako,8,14000,112000,401
2023-01-26,Keju Slice,Produk Susu,2,18000,36000,474
2024-10-19,Telur Ayam,Sembako,15,30000,450000,608
2024-01-02,Kopi Botol,Minuman,9,7000,63000,359
2025-06-19,Indomie Goreng,Makanan Instan,5,3500,17500,94
2025-01-04,Indomie Soto,Makanan Instan,10,3500,35000,155
2023-04-30,Susu Kental Manis,Produk Susu,10,12000,120000,192
2024-07-20,Mie Ayam Instan,Makanan Instan,17,4000,68000,204
2024-10-05,Jus Kotak,Minuman,3,7000,21000,203
2024-06-12,Beras Medium,Sembako,14,65000,910000,100
2025-10-10,Tepung Terigu,Sembako,5,14000,70000,396
2023-12-24,Wafer Coklat,Snack,3,8000,24000,416
2023-04-12,Kopi Botol,Minuman,4,7000,28000,355
2023-03-20,Ramen Pedas,Makanan Instan,3,7000,21000,381
2025-11-03,Kacang Panggang,Snack,18,10000,180000,261
2024-10-11,Biskuit Coklat,Snack,3,9000,27000,381
2024-04-11,Roti Tawar,Snack,3,15000,45000,207
2024-06-11,Tepung Terigu,Sembako,3,14000,42000,393
2024-12-24,Kopi Botol,Minuman,11,7000,77000,344
2024-04-25,Indomie Soto,Makanan Instan,6,3500,21000,149
2025-11-04,Mie Ayam Instan,Makanan Instan,9,4000,36000,195
2023-06-08,Minuman Isotonik,Minuman,4,8500,34000,402
2024-10-29,Minyak Goreng,Sembako,11,28000,308000,187
2025-05-01,Teh Botol,Minuman,6,5000,30000,166
2024-08-02,Saus Sambal,Sembako,3,13000,39000,706
2025-01-07,Kopi Sachet,Minuman,10,2500,25000,135
2025-02-06,Saus Sambal,Sembako,11,13000,143000,695
2023-03-05,Keripik Kentang,Snack,3,12000,36000,240
2023-04-02,Teh Celup,Minuman,5,8000,40000,92
2023-11-04,Kecap Manis,Sembako,15,15000,225000,477
2023-02-22,Biskuit Coklat,Snack,2,9000,18000,379
2024-03-09,Keripik Kentang,Snack,14,12000,168000,226
2025-11-06,Minuman Isotonik,Minuman,16,8500,136000,386
2025-02-14,Minyak Goreng,Sembako,15,28000,420000,172
2023-11-04,Kacang Panggang,Snack,7,10000,70000,254
2023-06-10,Sereal Sarapan,Produk Susu,2,25000,50000,89
2024-04-04,Kecap Manis,Sembako,12,15000,180000,465
2025-05-06,Biskuit Coklat,Snack,10,9000,90000,369
2025-12-16,Kopi Botol,Minuman,14,7000,98000,330
2025-08-25,Keripik Kentang,Snack,15,12000,180000,211
2024-07-05,Kopi Sachet,Minuman,6,2500,15000,129
2024-05-14,Telur Ayam,Sembako,6,30000,180000,602
2025-01-11,Keju Slice,Produk Susu,8,18000,144000,466
2023-08-25,Kopi Sachet,Minuman,12,2500,30000,117
2025-06-30,Gula Pasir,Sembako,16,16000,256000,279
2023-06-13,Teh Celup,Minuman,6,8000,48000,86
2025-11-01,Jus Kotak,Minuman,5,7000,35000,198
2025-09-18,Wafer Coklat,Snack,12,8000,96000,404
2025-05-07,Yogurt Botol,Produk Susu,6,10000,60000,260
2024-05-16,Kecap Manis,Sembako,14,15000,210000,451
2023-10-10,Kacang Panggang,Snack,10,10000,100000,244
2024-08-10,Tepung Terigu,Sembako,7,14000,98000,386
2023-06-16,Ramen Pedas,Makanan Instan,7,7000,49000,374
2025-10-31,Susu Kental Manis,Produk Susu,7,12000,84000,185
2024-02-10,Wafer Coklat,Snack,15,8000,120000,389
2025-07-18,Saus Sambal,Sembako,3,13000,39000,692
2025-05-07,Ramen Pedas,Makanan Instan,9,7000,63000,365
2023-07-26,Coklat Batang,Snack,3,11000,33000,238
2023-03-11,Kopi Botol,Minuman,14,7000,98000,316
2023-02-19,Susu Kental Manis,Produk Susu,12,12000,144000,173
2023-05-30,Beras Medium,Sembako,3,65000,195000,97
2025-12-20,Minuman Isotonik,Minuman,19,8500,161500,367
2025-05-14,Saus Sambal,Sembako,8,13000,104000,684
2024-05-09,Susu UHT,Produk Susu,13,9000,117000,223
2024-11-20,Ramen Pedas,Makanan Instan,16,7000,112000,349
2023-08-09,Biskuit Coklat,Snack,12,9000,108000,357
2023-06-01,Indomie Soto,Makanan Instan,12,3500,42000,137
2024-12-27,Kecap Manis,Sembako,9,15000,135000,442
2025-07-10,Wafer Coklat,Snack,16,8000,128000,373
2025-09-04,Telur Ayam,Sembako,14,30000,420000,588
2024-01-11,Coklat Batang,Snack,14,11000,154000,224
2025-11-09,Kecap Manis,Sembako,4,15000,60000,438
2023-01-16,Saus Sambal,Sembako,10,13000,130000,674
2025-01-27,Biskuit Coklat,Snack,15,9000,135000,342
2024-10-18,Susu UHT,Produk Susu,8,9000,72000,215
2024-07-26,Minuman Isotonik,Minuman,13,8500,110500,354
2024-08-31,Gula Pasir,Sembako,9,16000,144000,270
2025-11-26,Indomie Soto,Makanan Instan,19,3500,66500,118
2024-10-23,Telur Ayam,Sembako,8,30000,240000,580
2024-01-01,Sereal Sarapan,Produk Susu,3,25000,75000,86
2024-03-07,Teh Botol,Minuman,9,5000,45000,157
2024-10-05,Tepung Terigu,Sembako,3,14000,42000,383
2023-12-06,Telur Ayam,Sembako,2,30000,60000,578
2024-07-14,Telur Ayam,Sembako,9,30000,270000,569
2023-12-13,Gula Pasir,Sembako,5,16000,80000,265
2024-06-15,Kecap Manis,Sembako,10,15000,150000,428
2024-04-19,Kecap Manis,Sembako,12,15000,180000,416
2023-07-16,Beras Premium,Sembako,4,75000,300000,513
2025-11-07,Jus Kotak,Minuman,15,7000,105000,183
2023-03-23,Indomie Goreng,Makanan Instan,15,3500,52500,79
2024-02-04,Jus Kotak,Minuman,2,7000,14000,181
2023-02-22,Teh Botol,Minuman,6,5000,30000,151
2024-07-31,Minyak Goreng,Sembako,11,28000,308000,161
2025-06-30,Coklat Batang,Snack,11,11000,121000,213
2025-07-18,Teh Botol,Minuman,6,5000,30000,145
2023-09-03,Roti Tawar,Snack,8,15000,120000,199
2025-06-04,Saus Sambal,Sembako,11,13000,143000,663
2023-10-08,Mie Ayam Instan,Makanan Instan,5,4000,20000,190
2023-08-27,Coklat Batang,Snack,6,11000,66000,207
2023-06-11,Keju Slice,Produk Susu,12,18000,216000,454
2024-03-31,Keju Slice,Produk Susu,12,18000,216000,442
2023-11-17,Kopi Sachet,Minuman,9,2500,22500,108
2024-07-19,Kopi Sachet,Minuman,10,2500,25000,98
2025-11-16,Coklat Batang,Snack,12,11000,132000,195
2024-10-06,Roti Tawar,Snack,15,15000,225000,184
2023-07-25,Susu Kental Manis,Produk Susu,15,12000,180000,158
2025-12-03,Roti Tawar,Snack,8,15000,120000,176
2023-03-14,Teh Botol,Minuman,11,5000,55000,134
2023-01-17,Wafer Coklat,Snack,4,8000,32000,369
2025-02-09,Beras Premium,Sembako,16,75000,1200000,497
2024-02-05,Kacang Panggang,Snack,6,10000,60000,238
2025-09-19,Beras Premium,Sembako,16,75000,1200000,481
2025-10-14,Coklat Batang,Snack,7,11000,77000,188
2023-07-01,Minyak Goreng,Sembako,9,28000,252000,152
2024-03-14,Kopi Botol,Minuman,2,7000,14000,314
2025-10-01,Mie Ayam Instan,Makanan Instan,11,4000,44000,179
2023-12-31,Roti Tawar,Snack,1,15000,15000,175
2024-06-22,Susu Kental Manis,Produk Susu,11,12000,132000,147
2024-04-25,Wafer Coklat,Snack,12,8000,96000,357
2025-12-22,Air Mineral,Minuman,13,4000,52000,540
2024-09-06,Saus Sambal,Sembako,14,13000,182000,649
2024-08-21,Saus Sambal,Sembako,12,13000,156000,637
2025-03-14,Air Mineral,Minuman,13,4000,52000,527
2025-09-12,Jus Kotak,Minuman,6,7000,42000,175
2023-08-19,Gula Pasir,Sembako,15,16000,240000,250
2024-08-11,Saus Sambal,Sembako,8,13000,104000,629
2024-05-21,Kopi Sachet,Minuman,12,2500,30000,86
2023-12-27,Ramen Pedas,Makanan Instan,8,7000,56000,341
2023-08-21,Kopi Sachet,Minuman,6,2500,15000,80
2025-03-26,Roti Tawar,Snack,14,15000,210000,161
2025-09-17,Sereal Sarapan,Produk Susu,18,25000,450000,68
2025-04-23,Keripik Kentang,Snack,13,12000,156000,198
2024-08-18,Indomie Goreng,Makanan Instan,7,3500,24500,72
2025-04-17,Minyak Goreng,Sembako,4,28000,112000,148
2024-10-12,Tepung Terigu,Sembako,8,14000,112000,375
2025-06-24,Keju Slice,Produk Susu,11,18000,198000,431
2023-04-22,Tepung Terigu,Sembako,5,14000,70000,370
2024-03-24,Air Mineral,Minuman,8,4000,32000,519
2023-04-04,Teh Botol,Minuman,5,5000,25000,129
2025-04-19,Yogurt Botol,Produk Susu,6,10000,60000,254
2024-02-27,Jus Kotak,Minuman,15,7000,105000,160
2024-11-06,Ramen Pedas,Makanan Instan,5,7000,35000,336
2023-02-10,Jus Kotak,Minuman,12,7000,84000,148
2025-02-15,Indomie Goreng,Makanan Instan,5,3500,17500,67
2024-12-23,Kecap Manis,Sembako,15,15000,225000,401
2023-04-11,Mie Ayam Instan,Makanan Instan,9,4000,36000,170
2025-01-11,Minyak Goreng,Sembako,11,28000,308000,137
2025-03-21,Beras Medium,Sembako,16,65000,1040000,81
2023-11-27,Telur Ayam,Sembako,15,30000,450000,554
2024-11-09,Teh Celup,Minuman,7,8000,56000,79
2024-05-24,Jus Kotak,Minuman,1,7000,7000,147
2023-02-11,Kopi Botol,Minuman,13,7000,91000,301
2023-07-29,Minuman Isotonik,Minuman,9,8500,76500,345
2025-09-20,Susu UHT,Produk Susu,3,9000,27000,212
2024-09-09,Telur Ayam,Sembako,1,30000,30000,553
2024-05-21,Wafer Coklat,Snack,2,8000,16000,355
2023-09-11,Coklat Batang,Snack,14,11000,154000,174
2025-02-12,Keju Slice,Produk Susu,15,18000,270000,416
2024-07-06,Beras Premium,Sembako,14,75000,1050000,467
2023-06-01,Mie Ayam Instan,Makanan Instan,9,4000,36000,161
2025-04-30,Coklat Batang,Snack,2,11000,22000,172
2023-11-07,Coklat Batang,Snack,2,11000,22000,170
2025-03-12,Coklat Batang,Snack,7,11000,77000,163
2024-10-24,Keju Slice,Produk Susu,9,18000,162000,407
2023-02-17,Coklat Batang,Snack,5,11000,55000,158
2025-07-28,Tepung Terigu,Sembako,5,14000,70000,365
2025-08-23,Tepung Terigu,Sembako,10,14000,140000,355
2023-07-10,Susu Kental Manis,Produk Susu,4,12000,48000,143
2024-07-24,Susu Kental Manis,Produk Susu,9,12000,108000,134
2025-12-28,Kecap Manis,Sembako,11,15000,165000,390
2023-02-05,Susu UHT,Produk Susu,8,9000,72000,204
2025-03-17,Coklat Batang,Snack,7,11000,77000,151
2024-04-03,Yogurt Botol,Produk Susu,10,10000,100000,244
2024-04-20,Susu UHT,Produk Susu,9,9000,81000,195
2023-08-12,Air Mineral,Minuman,11,4000,44000,508
2024-11-11,Telur Ayam,Sembako,5,30000,150000,548
2023-07-15,Mie Ayam Instan,Makanan Instan,9,4000,36000,152
2024-03-01,Beras Medium,Sembako,15,65000,975000,66
2024-05-26,Biskuit Coklat,Snack,2,9000,18000,340
2025-08-27,Susu UHT,Produk Susu,11,9000,99000,184
2025-10-07,Indomie Soto,Makanan Instan,9,3500,31500,109
2024-11-22,Telur Ayam,Sembako,14,30000,420000,534
2024-10-20,Indomie Soto,Makanan Instan,14,3500,49000,95
2025-04-12,Keripik Kentang,Snack,15,12000,180000,183
2024-03-04,Tepung Terigu,Sembako,15,14000,210000,340
2025-09-27,Keju Slice,Produk Susu,13,18000,234000,394
2024-04-27,Kopi Sachet,Minuman,7,2500,17500,73
2025-09-16,Roti Tawar,Snack,10,15000,150000,151
2023-08-04,Kecap Manis,Sembako,7,15000,105000,383
2023-06-08,Roti Tawar,Snack,7,15000,105000,144
2023-01-28,Beras Premium,Sembako,3,75000,225000,464
2023-09-06,Minuman Isotonik,Minuman,3,8500,25500,342
2025-06-15,Minyak Goreng,Sembako,15,28000,420000,122
2025-05-18,Indomie Soto,Makanan Instan,10,3500,35000,85
2025-12-10,Wafer Coklat,Snack,10,8000,80000,345
2025-05-06,Coklat Batang,Snack,8,11000,88000,143
2023-08-29,Telur Ayam,Sembako,7,30000,210000,527
2024-07-09,Telur Ayam,Sembako,10,30000,300000,517
2025-01-31,Keripik Kentang,Snack,12,12000,144000,171
2024-08-17,Beras Premium,Sembako,11,75000,825000,453
2025-01-30,Minyak Goreng,Sembako,12,28000,336000,110
2025-08-05,Air Mineral,Minuman,7,4000,28000,501
2023-10-05,Kecap Manis,Sembako,3,15000,45000,380
2025-08-28,Minuman Isotonik,Minuman,4,8500,34000,338
2024-01-03,Susu Kental Manis,Produk Susu,4,12000,48000,130
2023-01-12,Mie Ayam Instan,Makanan Instan,5,4000,20000,147
2024-01-20,Roti Tawar,Snack,6,15000,90000,138
2025-07-28,Ramen Pedas,Makanan Instan,7,7000,49000,329
2025-08-17,Indomie Soto,Makanan Instan,12,3500,42000,73
2024-12-18,Mie Ayam Instan,Makanan Instan,13,4000,52000,134
2024-04-07,Saus Sambal,Sembako,8,13000,104000,621
2024-01-30,Indomie Goreng,Makanan Instan,6,3500,21000,61
2025-05-22,Teh Botol,Minuman,13,5000,65000,116
2025-04-05,Teh Celup,Minuman,18,8000,144000,61
2024-02-19,Jus Kotak,Minuman,4,7000,28000,143
2023-07-30,Beras Premium,Sembako,12,75000,900000,441
2024-07-27,Minyak Goreng,Sembako,4,28000,112000,106
2023-07-29,Biskuit Coklat,Snack,3,9000,27000,337
2025-12-05,Keju Slice,Produk Susu,14,18000,252000,380
2024-07-21,Kopi Sachet,Minuman,15,2500,37500,58
2025-08-27,Kopi Botol,Minuman,6,7000,42000,295
2024-04-19,Indomie Goreng,Makanan Instan,4,3500,14000,57
2023-10-28,Kecap Manis,Sembako,3,15000,45000,377
2025-08-31,Beras Medium,Sembako,15,65000,975000,51
2023-06-09,Kopi Sachet,Minuman,15,2500,37500,369
2025-11-13,Beras Premium,Sembako,17,75000,1275000,424
2025-08-24,Susu Kental Manis,Produk Susu,9,12000,108000,121
2023-08-29,Minuman Isotonik,Minuman,4,8500,34000,334
2025-03-16,Jus Kotak,Minuman,11,7000,77000,132
2025-08-29,Roti Tawar,Snack,9,15000,135000,129
