Tanggal,Produk,Kategori,Qty_Terjual,Harga_Satuan,Total_Penjualan,Stok_Setelah_Transaksi
2025-05-18,Minuman Isotonik,Minuman,13.0,8500,110500.0,451.0
2023-08-19,Minyak Goreng,Sembako,6.0,28000,168000.0,204.0
2024-09-13,Air Mineral,Minuman,6.0,4000,24000.0,392.0
2024-03-24,Beras Premium,Sembako,16.0,75000,1200000.0,78.0
2025-07-28,Yogurt Botol,Produk Susu,9.0,10000,90000.0,297.0
2023-08-28,Tepung Terigu,Sembako,6.0,14000,84000.0,426.0
2023-10-12,Minuman Isotonik,Minuman,8.0,8500,68000.0,160.0
2023-05-12,Teh Celup,Minuman,8.0,8000,64000.0,205.0
2024-10-22,Jus Kotak,Minuman,12.0,7000,84000.0,371.0
2024-08-04,Minyak Goreng,Sembako,3.0,28000,84000.0,139.0
2024-11-15,Kecap Manis,Sembako,7.0,15000,105000.0,95.0
2025-08-07,Teh Celup,Minuman,13.0,8000,104000.0,136.0
2023-10-02,Susu Kental Manis,Produk Susu,6.0,12000,72000.0,94.0
2024-03-29,Ramen Pedas,Makanan Instan,4.0,7000,28000.0,289.0
2023-04-12,Sereal Sarapan,Produk Susu,11.0,25000,275000.0,64.0
2025-08-13,Susu Kental Manis,Produk Susu,11.0,12000,132000.0,252.0
2024-09-06,Saus Sambal,Sembako,14.0,13000,182000.0,649.0
2024-03-28,Minuman Isotonik,Minuman,3.0,8500,25500.0,60.0
2023-06-08,Roti Tawar,Snack,7.0,15000,105000.0,144.0
2024-04-08,Biskuit Coklat,Snack,14.0,9000,126000.0,177.0
2025-11-11,Indomie Goreng,Makanan Instan,9.0,3500,31500.0,137.0
2023-09-04,Susu Kental Manis,Produk Susu,14.0,12000,168000.0,608.0
2025-01-10,Keripik Kentang,Snack,14.0,12000,168000.0,153.0
2024-08-18,Kacang Panggang,Snack,14.0,10000,140000.0,315.0
2023-08-06,Teh Celup,Minuman,1.0,8000,8000.0,214.0
2023-05-20,,Sembako,14.0,75000,1050000.0,
2023-05-03,Roti Tawar,Snack,3.0,15000,45000.0,358.0
2024-11-28,Yogurt Botol,Produk Susu,3.0,10000,,272.0
2024-02-21,Gula Pasir,Sembako,7.0,16000,112000.0,243.0
2025-08-19,Susu UHT,Produk Susu,19.0,9000,171000.0,244.0
2023-01-22,Wafer Coklat,Snack,14.0,8000,112000.0,595.0
2024-09-30,Teh Celup,Minuman,13.0,8000,104000.0,565.0
2024-01-08,Air Mineral,Minuman,9.0,4000,36000.0,297.0
2025-09-23,Roti Tawar,Snack,5.0,15000,75000.0,530.0
2024-07-19,Indomie Goreng,Makanan Instan,17.0,3500,59500.0,166.0
2023-10-30,Teh Celup,Minuman,4.0,8000,32000.0,561.0
2025-05-11,Minyak Goreng,Sembako,15.0,28000,420000.0,342.0
2024-01-14,Kacang Panggang,Snack,15.0,10000,150000.0,389.0
2023-07-04,Saus Sambal,Sembako,4.0,13000,52000.0,447.0
2025-09-23,Mie Ayam Instan,Makanan Instan,12.0,4000,48000.0,319.0
2025-03-13,Kacang Panggang,Snack,4.0,10000,40000.0,282.0
2023-07-17,Keripik Kentang,Snack,3.0,12000,36000.0,441.0
2024-06-28,Kecap Manis,Sembako,14.0,15000,210000.0,586.0
2025-01-27,Gula Pasir,Sembako,16.0,16000,256000.0,148.0
2024-02-19,Coklat Batang,Snack,8.0,11000,88000.0,467.0
2025-01-31,Kacang Panggang,Snack,8.0,10000,80000.0,360.0
2023-06-10,Roti Tawar,Snack,9.0,15000,135000.0,272.0
2025-06-11,Kopi Sachet,Minuman,6.0,2500,15000.0,202.0
2023-11-16,Indomie Soto,Makanan Instan,3.0,3500,10500.0,445.0
2025-07-21,Keripik Kentang,Snack,13.0,12000,156000.0,361.0
2023-12-24,Beras Medium,Sembako,14.0,65000,910000.0,433.0
2023-06-08,Teh Botol,Minuman,14.0,5000,70000.0,272.0
2024-03-31,Sereal Sarapan,Produk Susu,3.0,25000,75000.0,456.0
2024-09-17,Coklat Batang,Snack,16.0,11000,176000.0,315.0
2025-05-07,Ramen Pedas,Makanan Instan,9.0,7000,63000.0,365.0
2024-10-11,Yogurt Botol,Produk Susu,17.0,10000,170000.0,164.0
2025-01-17,Beras Medium,Sembako,17.0,65000,1105000.0,261.0
2024-04-05,Tepung Terigu,Sembako,10.0,14000,140000.0,448.0
2024-06-23,Indomie Goreng,Makanan Instan,5.0,3500,17500.0,210.0
2023-01-05,Susu UHT,Produk Susu,7.0,9000,63000.0,668.0
2024-01-15,Jus Kotak,Minuman,4.0,7000,28000.0,264.0
2024-03-09,Gula Pasir,Sembako,5.0,16000,80000.0,83.0
2023-07-21,Teh Botol,Minuman,10.0,5000,50000.0,629.0
2024-10-05,Minyak Goreng,Sembako,5.0,28000,140000.0,376.0
2023-02-05,Kopi Botol,Minuman,6.0,7000,42000.0,490.0
2025-04-19,Teh Celup,Minuman,12.0,8000,96000.0,373.0
2025-09-27,Saus Sambal,Sembako,4.0,13000,52000.0,401.0
2025-10-09,Teh Botol,Minuman,4.0,5000,20000.0,55.0
2023-03-18,Indomie Soto,Makanan Instan,5.0,3500,17500.0,286.0
2025-05-10,Kecap Manis,Sembako,13.0,15000,195000.0,187.0
2024-10-24,Mie Ayam Instan,Makanan Instan,13.0,4000,52000.0,538.0
2025-04-21,Teh Celup,Minuman,16.0,8000,128000.0,97.0
2023-07-15,Biskuit Coklat,Snack,9.0,9000,81000.0,510.0
2025-10-02,Indomie Goreng,Makanan Instan,9.0,3500,31500.0,388.0
2025-02-05,Jus Kotak,Minuman,5.0,7000,35000.0,109.0
2023-06-15,Teh Botol,Minuman,11.0,5000,55000.0,121.0
2024-12-12,Saus Sambal,Sembako,10.0,13000,130000.0,405.0
2023-08-30,Coklat Batang,Snack,5.0,11000,55000.0,64.0
2025-02-09,Indomie Goreng,Makanan Instan,17.0,3500,59500.0,367.0
2023-07-18,Susu UHT,Produk Susu,6.0,9000,54000.0,750.0
2025-02-23,Ramen Pedas,Makanan Instan,10.0,7000,70000.0,82.0
2024-12-21,Kopi Sachet,Minuman,12.0,2500,30000.0,209.0
2025-11-13,Biskuit Coklat,Snack,12.0,9000,108000.0,118.0
2023-02-06,Teh Botol,Minuman,10.0,5000,50000.0,348.0
2024-04-06,Beras Premium,Sembako,11.0,75000,825000.0,250.0
2023-03-11,Minuman Isotonik,Minuman,14.0,8500,119000.0,345.0
2025-12-25,Air Mineral,Minuman,14.0,4000,56000.0,569.0
2025-03-17,Coklat Batang,Snack,7.0,11000,77000.0,151.0
2023-01-11,Keripik Kentang,Snack,3.0,12000,36000.0,292.0
2025-06-14,Telur Ayam,Sembako,14.0,30000,420000.0,425.0
2024-05-07,Kacang Panggang,Snack,5.0,10000,50000.0,285.0
2024-09-27,Kecap Manis,Sembako,10.0,15000,150000.0,468.0
2023-06-21,Telur Ayam,Sembako,13.0,30000,390000.0,131.0
2024-01-11,Minyak Goreng,Sembako,13.0,28000,,322.0
2024-03-16,,Minuman,8.0,7000,56000.0,503.0
2025-05-14,Beras Medium,Sembako,11.0,65000,715000.0,414.0
2024-07-31,Wafer Coklat,Snack,2.0,8000,,593.0
2023-05-13,Telur Ayam,Sembako,15.0,30000,450000.0,476.0
2025-12-20,Coklat Batang,Snack,9.0,11000,99000.0,492.0
2023-03-19,Gula Pasir,Sembako,14.0,16000,224000.0,80.0
2024-07-13,Kopi Sachet,Minuman,4.0,2500,10000.0,608.0
2024-08-01,Beras Premium,Sembako,5.0,75000,375000.0,94.0
2024-06-20,Saus Sambal,Sembako,12.0,13000,156000.0,307.0
2025-01-11,Yogurt Botol,Produk Susu,10.0,10000,100000.0,160.0
2024-07-14,Yogurt Botol,Produk Susu,4.0,10000,40000.0,530.0
2025-05-27,Saus Sambal,Sembako,9.0,13000,117000.0,177.0
2023-04-21,Jus Kotak,Minuman,1.0,7000,7000.0,363.0
2023-04-07,Indomie Goreng,Makanan Instan,5.0,3500,17500.0,363.0
2024-09-06,Tepung Terigu,Sembako,,14000,,56.0
2024-04-20,Biskuit Coklat,Snack,11.0,9000,99000.0,98.0
2024-08-24,Minyak Goreng,Sembako,12.0,28000,336000.0,288.0
2023-06-09,Kopi Sachet,Minuman,15.0,2500,37500.0,369.0
2025-01-11,Teh Celup,Minuman,8.0,8000,64000.0,434.0
2024-08-25,Teh Celup,Minuman,10.0,8000,80000.0,213.0
2023-05-13,Sereal Sarapan,Produk Susu,11.0,25000,275000.0,307.0
2023-06-16,Kecap Manis,Sembako,3.0,15000,45000.0,83.0
2023-01-09,Kacang Panggang,Snack,11.0,10000,110000.0,58.0
2023-08-05,Wafer Coklat,Snack,11.0,8000,88000.0,288.0
2025-05-18,Beras Premium,Sembako,16.0,75000,1200000.0,220.0
2023-05-25,Kopi Botol,Minuman,7.0,7000,49000.0,306.0
2024-06-19,Coklat Batang,Snack,13.0,11000,143000.0,363.0
2025-04-27,Air Mineral,Minuman,13.0,4000,52000.0,194.0
2024-09-12,Beras Medium,Sembako,17.0,65000,1105000.0,120.0
2023-05-23,Susu UHT,Produk Susu,10.0,9000,90000.0,440.0
2025-06-04,Yogurt Botol,Produk Susu,10.0,10000,100000.0,523.0
2023-01-20,Telur Ayam,Sembako,10.0,30000,300000.0,443.0
2024-10-24,Roti Tawar,Snack,5.0,15000,75000.0,256.0
2025-12-31,Mie Ayam Instan,Makanan Instan,4.0,4000,16000.0,101.0
2024-09-09,Sereal Sarapan,Produk Susu,16.0,25000,400000.0,160.0
2025-07-11,Sereal Sarapan,Produk Susu,10.0,25000,250000.0,409.0
2025-01-23,Air Mineral,Minuman,17.0,4000,68000.0,472.0
2023-08-13,Beras Premium,Sembako,2.0,75000,150000.0,236.0
2023-03-06,Saus Sambal,Sembako,3.0,13000,39000.0,247.0
2023-07-27,Kacang Panggang,Snack,11.0,10000,110000.0,203.0
2025-07-20,Saus Sambal,Sembako,5.0,13000,65000.0,117.0
2024-06-02,Kacang Panggang,Snack,7.0,10000,70000.0,272.0
2025-08-25,Gula Pasir,Sembako,12.0,16000,192000.0,370.0
2025-10-20,Susu Kental Manis,Produk Susu,6.0,12000,72000.0,669.0
2024-09-20,Beras Premium,Sembako,9.0,75000,675000.0,358.0
2023-05-04,Beras Medium,Sembako,5.0,65000,325000.0,281.0
2025-12-29,Beras Medium,Sembako,11.0,65000,715000.0,389.0
2023-04-27,Susu UHT,Produk Susu,9.0,9000,81000.0,268.0
2024-11-18,Mie Ayam Instan,Makanan Instan,12.0,4000,48000.0,300.0
2023-09-28,Ramen Pedas,Makanan Instan,7.0,7000,49000.0,221.0
2023-07-22,Susu Kental Manis,Produk Susu,14.0,12000,168000.0,475.0
2023-02-19,Ramen Pedas,Makanan Instan,8.0,7000,56000.0,155.0
2023-02-08,Mie Ayam Instan,Makanan Instan,14.0,4000,56000.0,574.0
2025-06-27,Kecap Manis,Sembako,15.0,15000,225000.0,110.0
2023-06-26,Coklat Batang,Snack,11.0,11000,121000.0,645.0
2025-01-27,Tepung Terigu,Sembako,5.0,14000,70000.0,69.0
2023-10-30,Kacang Panggang,Snack,5.0,10000,50000.0,155.0
2025-02-23,Tepung Terigu,Sembako,15.0,14000,210000.0,352.0
2025-12-12,Roti Tawar,Snack,11.0,15000,165000.0,139.0
2023-08-25,Kopi Sachet,Minuman,12.0,2500,30000.0,117.0
2023-02-15,Air Mineral,Minuman,6.0,4000,24000.0,490.0
2024-05-23,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,526.0
2023-08-02,Gula Pasir,Sembako,15.0,16000,240000.0,108.0
2023-01-19,Telur Ayam,Sembako,13.0,30000,390000.0,226.0
2025-11-15,Saus Sambal,Sembako,5.0,13000,65000.0,213.0
2024-10-22,Kopi Sachet,Minuman,11.0,2500,27500.0,401.0
2024-03-28,Minuman Isotonik,Minuman,8.0,8500,68000.0,359.0
2024-02-13,Beras Medium,Sembako,15.0,65000,975000.0,323.0
2023-02-24,Kopi Botol,Minuman,10.0,7000,70000.0,400.0
2024-12-11,Kopi Sachet,Minuman,10.0,2500,25000.0,241.0
2025-01-25,Jus Kotak,Minuman,10.0,7000,70000.0,152.0
2025-05-04,Biskuit Coklat,Snack,14.0,9000,126000.0,371.0
2024-04-07,Sereal Sarapan,Produk Susu,16.0,25000,400000.0,105.0
2024-08-20,Kecap Manis,Sembako,11.0,15000,165000.0,565.0
2024-06-18,Telur Ayam,Sembako,15.0,30000,450000.0,408.0
2025-02-14,Minyak Goreng,Sembako,15.0,28000,420000.0,172.0
2024-02-11,Keju Slice,Produk Susu,4.0,18000,72000.0,644.0
2025-09-25,Gula Pasir,Sembako,5.0,16000,80000.0,77.0
2025-11-16,Indomie Goreng,Makanan Instan,11.0,3500,38500.0,301.0
2024-05-12,Saus Sambal,Sembako,12.0,13000,156000.0,415.0
2025-05-04,Teh Botol,Minuman,6.0,5000,30000.0,140.0
2024-06-17,Beras Medium,Sembako,7.0,65000,455000.0,325.0
2025-03-15,Jus Kotak,Minuman,11.0,7000,77000.0,88.0
2023-10-17,Tepung Terigu,Sembako,12.0,14000,168000.0,142.0
2024-12-18,Jus Kotak,Minuman,10.0,7000,70000.0,153.0
2023-12-13,Telur Ayam,Sembako,6.0,30000,180000.0,188.0
2024-04-10,Air Mineral,Minuman,13.0,4000,52000.0,130.0
2023-05-05,Mie Ayam Instan,Makanan Instan,15.0,4000,60000.0,187.0
2024-07-22,Teh Botol,Minuman,4.0,5000,20000.0,558.0
2023-04-22,Sereal Sarapan,Produk Susu,5.0,25000,125000.0,58.0
2025-06-16,Roti Tawar,Snack,13.0,15000,195000.0,365.0
2025-12-29,,Snack,5.0,12000,,301.0
2024-11-23,Kacang Panggang,Snack,11.0,10000,110000.0,691.0
2023-09-06,Kecap Manis,Sembako,8.0,15000,120000.0,609.0
2024-09-22,Yogurt Botol,Produk Susu,7.0,10000,70000.0,473.0
2025-10-03,Saus Sambal,Sembako,15.0,13000,195000.0,552.0
2025-12-09,Coklat Batang,Snack,6.0,11000,66000.0,397.0
2023-12-23,Roti Tawar,Snack,13.0,15000,195000.0,361.0
2024-06-18,Teh Celup,Minuman,8.0,8000,64000.0,512.0
2025-03-15,Kopi Sachet,Minuman,13.0,2500,32500.0,163.0
2023-04-18,Kacang Panggang,Snack,3.0,10000,30000.0,118.0
2025-10-30,Kopi Botol,Minuman,7.0,7000,49000.0,153.0
2024-06-15,Teh Celup,Minuman,13.0,8000,104000.0,494.0
2024-01-09,Susu Kental Manis,Produk Susu,10.0,12000,120000.0,117.0
2024-10-22,Telur Ayam,Sembako,3.0,30000,90000.0,391.0
2025-12-28,Indomie Soto,Makanan Instan,16.0,3500,56000.0,239.0
2023-11-04,Gula Pasir,Sembako,5.0,16000,80000.0,206.0
2023-08-02,Ramen Pedas,Makanan Instan,2.0,7000,14000.0,142.0
2024-11-21,Indomie Goreng,Makanan Instan,17.0,3500,59500.0,535.0
2025-10-20,Kopi Botol,Minuman,15.0,7000,105000.0,128.0
2023-12-07,Yogurt Botol,Produk Susu,7.0,10000,70000.0,389.0
2024-09-27,Kacang Panggang,Snack,4.0,10000,40000.0,354.0
2023-07-02,Sereal Sarapan,Produk Susu,2.0,25000,50000.0,318.0
2024-01-30,Indomie Goreng,Makanan Instan,6.0,3500,21000.0,61.0
2024-05-20,Saus Sambal,Sembako,7.0,13000,91000.0,597.0
2024-08-27,Kecap Manis,Sembako,8.0,15000,120000.0,416.0
2023-12-11,Teh Celup,Minuman,13.0,8000,104000.0,460.0
2024-09-09,Saus Sambal,Sembako,2.0,13000,26000.0,363.0
2023-06-14,Yogurt Botol,Produk Susu,10.0,10000,100000.0,249.0
2024-07-03,Teh Botol,Minuman,6.0,5000,30000.0,325.0
2024-02-29,Minyak Goreng,Sembako,17.0,28000,476000.0,53.0
2023-03-26,Biskuit Coklat,Snack,6.0,9000,54000.0,264.0
2023-11-20,Susu Kental Manis,Produk Susu,8.0,12000,96000.0,558.0
2025-08-29,Susu UHT,Produk Susu,6.0,9000,54000.0,510.0
2024-01-02,Beras Medium,Sembako,3.0,65000,195000.0,431.0
2024-10-23,Beras Medium,Sembako,1.0,65000,65000.0,337.0
2024-06-21,Ramen Pedas,Makanan Instan,10.0,7000,70000.0,212.0
2025-03-30,Sereal Sarapan,Produk Susu,5.0,25000,125000.0,172.0
2025-11-07,Jus Kotak,Minuman,15.0,7000,105000.0,183.0
2023-12-24,Sereal Sarapan,Produk Susu,8.0,25000,200000.0,302.0
2025-08-22,Beras Premium,Sembako,17.0,75000,1275000.0,296.0
2023-07-03,Roti Tawar,Snack,2.0,15000,30000.0,350.0
2025-11-15,Teh Celup,Minuman,17.0,8000,136000.0,234.0
2025-09-05,Gula Pasir,Sembako,4.0,16000,64000.0,96.0
2025-07-04,Teh Celup,Minuman,4.0,8000,32000.0,442.0
2024-10-06,Roti Tawar,Snack,15.0,15000,225000.0,184.0
2025-02-25,Tepung Terigu,Sembako,6.0,14000,84000.0,409.0
2023-06-17,Susu UHT,Produk Susu,5.0,9000,45000.0,384.0
2025-09-01,Wafer Coklat,Snack,18.0,8000,144000.0,87.0
2025-08-24,Indomie Soto,Makanan Instan,10.0,3500,35000.0,145.0
2023-02-25,Air Mineral,Minuman,4.0,4000,16000.0,472.0
2024-12-13,Kopi Botol,Minuman,2.0,7000,14000.0,348.0
2025-06-03,Minyak Goreng,Sembako,11.0,28000,308000.0,220.0
2023-09-26,Coklat Batang,Snack,4.0,11000,44000.0,79.0
2024-04-20,Susu UHT,Produk Susu,9.0,9000,81000.0,195.0
2024-09-12,Beras Premium,Sembako,5.0,75000,,
2023-03-29,Minuman Isotonik,Minuman,4.0,8500,34000.0,327.0
2025-03-11,Sereal Sarapan,Produk Susu,15.0,25000,375000.0,230.0
2025-06-15,Keripik Kentang,Snack,12.0,12000,144000.0,599.0
2025-08-09,Beras Premium,Sembako,10.0,75000,750000.0,696.0
2024-05-29,Susu UHT,Produk Susu,12.0,9000,108000.0,337.0
2024-02-10,Teh Botol,Minuman,14.0,5000,70000.0,175.0
2025-04-02,Minyak Goreng,Sembako,7.0,28000,196000.0,336.0
2024-02-01,Sereal Sarapan,Produk Susu,6.0,25000,150000.0,393.0
2023-10-31,Sereal Sarapan,Produk Susu,4.0,25000,100000.0,444.0
2025-06-07,Keju Slice,Produk Susu,16.0,18000,288000.0,180.0
2025-03-18,Minuman Isotonik,Minuman,9.0,8500,76500.0,404.0
2025-06-30,Coklat Batang,Snack,11.0,11000,121000.0,213.0
2024-09-27,Teh Celup,Minuman,13.0,8000,104000.0,521.0
2025-08-08,Teh Botol,Minuman,18.0,5000,90000.0,264.0
2025-11-13,Kopi Sachet,Minuman,4.0,2500,,
2023-06-12,Yogurt Botol,Produk Susu,10.0,10000,100000.0,379.0
2025-04-08,Keripik Kentang,Snack,15.0,12000,180000.0,375.0
2023-10-06,Kacang Panggang,Snack,15.0,10000,150000.0,102.0
2025-09-14,Ramen Pedas,Makanan Instan,13.0,7000,91000.0,346.0
2025-04-07,Roti Tawar,Snack,10.0,15000,150000.0,503.0
2023-01-03,Saus Sambal,Sembako,15.0,13000,195000.0,185.0
2024-11-06,Jus Kotak,Minuman,11.0,7000,77000.0,200.0
2023-05-30,Beras Medium,Sembako,3.0,65000,195000.0,97.0
2023-06-01,Kacang Panggang,Snack,,10000,80000.0,400.0
2025-03-29,Wafer Coklat,Snack,16.0,8000,128000.0,176.0
2024-03-31,Susu Kental Manis,Produk Susu,17.0,12000,204000.0,457.0
2025-07-15,Telur Ayam,Sembako,8.0,30000,240000.0,399.0
2025-06-22,Indomie Goreng,Makanan Instan,10.0,3500,35000.0,495.0
2024-11-29,Gula Pasir,Sembako,7.0,16000,112000.0,187.0
2023-04-08,Roti Tawar,Snack,14.0,15000,210000.0,396.0
2025-04-23,Keripik Kentang,Snack,13.0,12000,156000.0,198.0
2023-05-11,Beras Premium,Sembako,11.0,75000,825000.0,182.0
2025-08-31,Biskuit Coklat,Snack,14.0,9000,126000.0,241.0
2025-11-13,Beras Premium,Sembako,17.0,75000,1275000.0,424.0
2025-03-21,Air Mineral,Minuman,19.0,4000,76000.0,583.0
2025-02-05,Sereal Sarapan,Produk Susu,11.0,25000,275000.0,152.0
2024-01-30,Indomie Goreng,Makanan Instan,6.0,3500,21000.0,
2024-02-10,Jus Kotak,Minuman,,7000,63000.0,190.0
2025-09-09,Indomie Goreng,Makanan Instan,9.0,3500,31500.0,651.0
2024-08-12,Kecap Manis,Sembako,10.0,15000,,
2025-09-21,Ramen Pedas,Makanan Instan,5.0,7000,35000.0,180.0
2024-12-25,Biskuit Coklat,Snack,15.0,9000,135000.0,189.0
2024-07-27,Air Mineral,Minuman,17.0,4000,68000.0,242.0
2024-11-22,Kacang Panggang,Snack,16.0,10000,160000.0,254.0
2024-09-15,Telur Ayam,Sembako,6.0,30000,180000.0,362.0
2025-03-22,Teh Botol,Minuman,5.0,5000,25000.0,405.0
2025-02-06,Indomie Goreng,Makanan Instan,15.0,3500,52500.0,207.0
2025-09-22,Indomie Goreng,Makanan Instan,15.0,3500,52500.0,552.0
2023-09-28,,Sembako,6.0,75000,,
2024-09-05,Minuman Isotonik,Minuman,9.0,8500,76500.0,567.0
2024-12-06,Saus Sambal,Sembako,5.0,13000,65000.0,303.0
2024-10-02,Susu Kental Manis,Produk Susu,14.0,12000,168000.0,142.0
2025-10-04,Teh Botol,Minuman,2.0,5000,10000.0,346.0
2023-03-25,Gula Pasir,Sembako,3.0,16000,48000.0,346.0
2024-10-23,Beras Premium,Sembako,13.0,75000,975000.0,261.0
2025-03-04,Jus Kotak,Minuman,6.0,7000,42000.0,439.0
2025-01-09,Tepung Terigu,Sembako,9.0,14000,126000.0,212.0
2024-03-29,Beras Medium,Sembako,13.0,65000,845000.0,299.0
2024-02-06,Keripik Kentang,Snack,4.0,12000,48000.0,528.0
2025-07-24,Indomie Goreng,Makanan Instan,18.0,3500,63000.0,379.0
2023-11-26,Tepung Terigu,Sembako,5.0,14000,70000.0,290.0
2025-01-30,Air Mineral,Minuman,10.0,4000,40000.0,472.0
2023-11-12,Ramen Pedas,Makanan Instan,8.0,7000,56000.0,556.0
2024-03-18,Susu UHT,Produk Susu,6.0,9000,,378.0
2025-08-27,Teh Celup,Minuman,12.0,8000,96000.0,622.0
2023-04-28,Kopi Sachet,Minuman,1.0,2500,2500.0,615.0
2025-03-06,Gula Pasir,Sembako,18.0,16000,288000.0,385.0
2023-02-16,Sereal Sarapan,Produk Susu,5.0,25000,125000.0,559.0
2024-09-07,Coklat Batang,Snack,10.0,11000,110000.0,534.0
2023-12-25,Kecap Manis,Sembako,7.0,15000,105000.0,438.0
2024-06-14,Gula Pasir,Sembako,3.0,16000,48000.0,80.0
2023-01-18,Minuman Isotonik,Minuman,10.0,8500,85000.0,307.0
2025-11-03,Kacang Panggang,Snack,18.0,10000,180000.0,261.0
2023-04-26,Ramen Pedas,Makanan Instan,12.0,7000,84000.0,113.0
2025-03-06,Biskuit Coklat,Snack,8.0,9000,72000.0,487.0
2025-01-20,Beras Medium,Sembako,10.0,65000,650000.0,444.0
2023-12-20,Minuman Isotonik,Minuman,1.0,8500,8500.0,431.0
2025-08-09,Beras Medium,Sembako,16.0,65000,1040000.0,288.0
2023-11-25,Kopi Botol,Minuman,15.0,7000,105000.0,219.0
2023-01-30,Indomie Soto,Makanan Instan,3.0,3500,10500.0,442.0
2023-12-18,Mie Ayam Instan,Makanan Instan,2.0,4000,8000.0,169.0
2023-10-08,Roti Tawar,Snack,7.0,15000,105000.0,
2025-10-10,Indomie Goreng,Makanan Instan,13.0,3500,45500.0,375.0
2023-06-12,Roti Tawar,Snack,7.0,15000,105000.0,584.0
2023-03-21,Indomie Soto,Makanan Instan,3.0,3500,10500.0,230.0
2024-02-16,Kopi Sachet,Minuman,9.0,2500,22500.0,378.0
2024-10-09,Susu Kental Manis,Produk Susu,2.0,12000,24000.0,57.0
2023-04-10,Saus Sambal,Sembako,1.0,13000,13000.0,414.0
2024-10-31,Susu UHT,Produk Susu,16.0,9000,144000.0,158.0
2025-04-27,Yogurt Botol,Produk Susu,16.0,10000,160000.0,363.0
2024-05-07,Teh Celup,Minuman,11.0,8000,88000.0,489.0
2025-07-12,,Sembako,,13000,,566.0
2023-06-04,Yogurt Botol,Produk Susu,3.0,10000,30000.0,200.0
2024-11-01,Indomie Goreng,Makanan Instan,3.0,3500,10500.0,180.0
2024-08-16,Teh Celup,Minuman,3.0,8000,24000.0,473.0
2024-04-29,Air Mineral,Minuman,14.0,4000,56000.0,56.0
2023-05-10,Beras Premium,Sembako,3.0,75000,225000.0,214.0
2023-09-04,Coklat Batang,Snack,1.0,11000,11000.0,466.0
2025-01-10,Telur Ayam,Sembako,12.0,30000,,
2025-08-10,Mie Ayam Instan,Makanan Instan,17.0,4000,68000.0,730.0
2025-04-08,Kopi Sachet,Minuman,14.0,2500,35000.0,601.0
2023-12-25,Beras Medium,Sembako,2.0,65000,130000.0,350.0
2025-11-06,Wafer Coklat,Snack,10.0,8000,80000.0,172.0
2025-10-28,Susu Kental Manis,Produk Susu,4.0,12000,48000.0,359.0
2024-12-15,Jus Kotak,Minuman,2.0,7000,14000.0,431.0
2024-06-30,Beras Premium,Sembako,2.0,75000,150000.0,422.0
2025-09-28,Ramen Pedas,Makanan Instan,13.0,7000,91000.0,307.0
2023-06-01,Jus Kotak,Minuman,1.0,7000,7000.0,290.0
2023-04-01,Keripik Kentang,Snack,10.0,12000,120000.0,100.0
2023-03-18,Saus Sambal,Sembako,1.0,13000,13000.0,462.0
2025-04-02,Kopi Sachet,Minuman,15.0,2500,37500.0,541.0
2023-04-22,Kopi Botol,Minuman,7.0,7000,49000.0,82.0
2024-01-15,Minyak Goreng,Sembako,4.0,28000,112000.0,242.0
2024-07-04,Air Mineral,Minuman,16.0,4000,64000.0,287.0
2024-03-24,Indomie Soto,Makanan Instan,7.0,3500,24500.0,297.0
2024-10-25,Beras Premium,Sembako,12.0,75000,900000.0,533.0
2023-07-22,Keju Slice,Produk Susu,14.0,18000,252000.0,217.0
2025-12-04,Mie Ayam Instan,Makanan Instan,9.0,4000,36000.0,352.0
2025-07-24,Telur Ayam,Sembako,13.0,30000,390000.0,468.0
2025-01-05,Susu UHT,Produk Susu,12.0,9000,108000.0,360.0
2024-06-23,Telur Ayam,Sembako,10.0,30000,300000.0,216.0
2025-12-10,Susu Kental Manis,Produk Susu,6.0,12000,72000.0,556.0
2023-10-26,Minyak Goreng,Sembako,13.0,28000,364000.0,512.0
2025-09-27,Keju Slice,Produk Susu,13.0,18000,234000.0,394.0
2024-07-22,Tepung Terigu,Sembako,4.0,14000,56000.0,233.0
2023-02-10,Teh Botol,Minuman,1.0,5000,5000.0,378.0
2024-01-31,Air Mineral,Minuman,10.0,4000,40000.0,287.0
2024-03-10,Susu Kental Manis,Produk Susu,4.0,12000,48000.0,280.0
2023-11-25,Tepung Terigu,Sembako,6.0,14000,84000.0,75.0
2024-10-08,Beras Premium,Sembako,7.0,75000,525000.0,413.0
2025-10-09,Minuman Isotonik,Minuman,15.0,8500,127500.0,146.0
2024-05-23,Kecap Manis,Sembako,15.0,15000,225000.0,95.0
2024-04-28,Telur Ayam,Sembako,10.0,30000,300000.0,161.0
2024-12-07,Teh Botol,Minuman,13.0,5000,65000.0,160.0
2025-09-29,Kacang Panggang,Snack,12.0,10000,120000.0,121.0
2023-12-28,Beras Medium,Sembako,6.0,65000,390000.0,331.0
2023-06-13,Coklat Batang,Snack,4.0,11000,44000.0,458.0
2025-09-16,Minuman Isotonik,Minuman,12.0,8500,102000.0,250.0
2024-02-10,Keju Slice,Produk Susu,3.0,18000,54000.0,281.0
2025-10-11,Yogurt Botol,Produk Susu,5.0,10000,50000.0,292.0
2024-04-20,Susu Kental Manis,Produk Susu,14.0,12000,168000.0,261.0
